# (c) Der Bundeswahlleiter, Wiesbaden 2016
# 
# Wahl der Abgeordneten zum 4. Europäischen Parlament aus der Bundesrepublik Deutschland (12. Juni 1994)
# Endgültige Ergebnisse nach kreisfreien Städten und Landkreisen
# 
Kreis-Nr.;Text;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;GRÜNE;CSU;REP;F.D.P.;ÖDP;BP;CM;LIGA;Solidarität;BSA;APD;BfB;Familie;DSU;GRAUE;NATURGESETZ;Autonome;NPD;FORUM;PBC;PASS;PDS;PEAD;STATT Partei
16 0 01;Erfurt, Landeshauptstadt;155611;99525;2204;97321;24922;26907;8503;0;1744;2722;648;96;53;110;118;50;828;1097;0;578;1172;335;82;216;2366;135;740;23141;44;714
16 0 02;Gera, Stadt;97669;62781;2037;60744;13812;17026;3811;0;1618;1745;134;76;61;72;98;32;737;658;0;1081;849;244;76;152;842;51;664;16468;43;394
16 0 03;Jena, Stadt;77427;52274;1043;51231;13484;12391;5616;0;1021;2748;169;59;35;35;54;21;442;737;0;336;533;190;97;120;1360;63;408;10883;33;396
16 0 04;Suhl, Stadt;41785;29081;827;28254;6362;7415;1667;0;697;877;156;23;28;32;45;7;248;171;0;139;221;92;34;58;1049;19;207;8596;18;93
16 0 05;Weimar, Stadt;46656;32493;824;31669;7997;9183;3673;0;722;1310;130;28;23;36;36;15;316;321;0;166;407;120;59;100;971;46;276;5489;17;228
16 0 11;Altenburg;73605;49883;2036;47847;12173;17542;2656;0;1622;1432;98;56;51;55;46;18;449;344;0;421;433;171;52;145;632;120;536;8440;30;325
16 0 12;Apolda;34731;24936;989;23947;5727;9102;1268;0;629;1409;63;33;24;25;17;8;694;205;0;117;261;78;22;82;314;39;208;3519;9;94
16 0 13;Arnstadt;47422;34682;1234;33448;8751;11693;2020;0;877;1409;95;65;29;43;47;12;351;247;0;685;312;141;20;193;824;58;356;5056;18;146
16 0 14;Artern;39317;29908;1293;28615;8107;10043;1216;0;975;1477;50;43;23;30;26;9;255;147;0;262;197;133;11;71;324;18;311;4777;25;85
16 0 15;Bad Salzungen;66009;49291;1848;47443;12710;18913;2451;0;1657;1913;78;46;53;39;46;17;372;223;0;300;325;167;16;101;416;46;295;7007;18;234
16 0 16;Eisenach;83494;59378;1905;57473;17151;20541;3643;0;1521;1991;183;57;56;75;44;14;494;300;0;378;502;165;38;150;674;89;427;8523;21;436
16 0 17;Eisenberg;24380;17125;848;16277;4193;5306;1004;0;576;1004;53;33;22;36;31;7;178;173;0;137;188;102;15;42;192;11;174;2710;11;79
16 0 18;Erfurt;34225;26353;1061;25292;5814;10769;1611;0;641;1153;100;40;22;36;32;7;267;249;0;166;197;124;15;65;374;13;198;3268;11;120
16 0 19;Gera;40117;29880;1226;28654;7244;10984;1595;0;943;1157;64;47;37;28;38;13;317;281;0;477;266;142;20;67;323;38;240;4207;15;111
16 0 20;Gotha;106817;76691;2555;74136;21351;26039;4839;0;1830;3478;181;90;63;96;68;27;761;489;0;798;766;274;63;288;914;115;585;10144;41;836
16 0 21;Greiz;35682;25175;859;24316;7233;8276;1299;0;890;875;73;37;37;38;35;15;284;218;0;212;244;104;16;55;544;84;241;3392;12;102
16 0 22;Heiligenstadt;31367;24870;647;24223;4271;14271;1009;0;478;679;239;11;43;26;9;5;155;69;0;102;132;37;9;44;215;26;147;2184;3;59
16 0 23;Hildburghausen;44314;33586;1337;32249;8477;11831;1429;0;944;2237;133;41;12;24;26;18;297;151;0;423;152;128;15;60;269;19;233;5234;9;87
16 0 24;Ilmenau;49298;37445;1468;35977;9207;13299;1627;0;1325;1251;92;36;18;42;32;13;379;234;0;839;261;110;53;91;684;38;339;5840;16;151
16 0 25;Jena;24245;18277;703;17574;4147;6631;1132;0;657;1145;56;36;20;19;30;4;192;184;0;127;150;109;16;45;308;16;136;2316;9;89
16 0 26;Langensalza;33564;24545;871;23674;6578;8603;1152;0;707;1562;48;28;13;14;20;6;219;147;0;141;164;86;12;82;235;43;169;3535;9;101
16 0 27;Lobenstein;20957;15987;595;15392;4535;4987;626;0;582;745;58;24;44;25;7;7;174;84;0;160;122;63;19;26;120;33;124;2767;7;53
16 0 28;Meiningen;50487;38638;1434;37204;8946;14556;2231;0;979;1291;135;53;28;34;34;12;337;196;0;258;351;121;21;58;354;56;313;6549;19;272
16 0 29;Mühlhausen;65438;49119;1436;47683;14404;18802;2282;0;1208;1766;87;43;32;50;39;14;367;264;0;327;375;152;20;145;419;32;371;6154;26;304
16 0 30;Neuhaus a. Rennweg;27308;21077;975;20102;5964;7061;829;0;844;739;41;17;15;14;11;8;183;127;0;153;105;68;9;33;217;16;134;3456;6;52
16 0 31;Nordhausen;82257;57415;1797;55618;17272;17761;2838;0;1460;2005;106;72;33;36;49;20;434;234;0;180;476;171;30;124;1196;126;392;10478;15;110
16 0 32;Pößneck;38609;28036;1003;27033;6909;9875;1421;0;1499;1266;60;32;22;27;17;16;209;187;0;520;194;103;16;55;295;33;229;3928;13;107
16 0 33;Rudolstadt;49702;35720;1281;34439;8420;12305;1962;0;1202;1611;100;46;50;37;28;24;371;322;0;302;358;156;30;110;536;41;357;5888;19;164
16 0 34;Saalfeld;43257;29845;889;28956;7671;9574;1651;0;1024;1313;77;33;26;31;19;7;291;198;0;350;238;120;44;72;469;35;279;5259;20;155
16 0 35;Schleiz;22023;16916;723;16193;3929;6172;937;0;632;786;53;28;33;27;23;3;144;109;0;106;132;74;15;37;204;68;118;2486;4;73
16 0 36;Schmalkalden;48493;35370;1353;34017;8214;14312;1633;0;981;1822;58;29;47;72;15;5;264;157;0;342;254;101;26;58;360;87;209;4796;12;163
16 0 37;Schmölln;23815;17455;860;16595;4437;6536;799;0;499;629;40;34;8;25;10;8;156;136;0;247;145;65;12;40;251;54;166;2226;9;63
16 0 38;Sömmerda;48151;35434;1300;34134;8383;13215;2138;0;905;1901;70;44;26;35;37;14;373;233;0;172;282;117;19;79;379;29;330;5213;11;129
16 0 39;Sondershausen;39428;30028;1056;28972;7932;10613;1516;0;940;1203;49;25;21;38;13;15;186;164;0;207;244;108;12;70;266;36;256;4976;9;73
16 0 40;Sonneberg;45036;33856;1295;32561;8712;11116;1438;0;1371;1758;104;45;39;27;17;14;217;214;0;409;213;103;25;42;343;54;169;6026;14;91
16 0 41;Stadtroda;24263;18104;753;17351;4143;6321;1103;0;537;974;58;39;20;30;22;5;170;132;0;130;174;76;16;44;346;15;160;2743;11;82
16 0 42;Suhl;31484;22894;1121;21773;5487;8170;1106;0;650;965;189;22;14;7;29;2;249;151;0;238;206;81;12;55;484;7;154;3390;13;92
16 0 43;Weimar;31775;24159;1028;23131;5444;9318;1560;0;719;1302;86;42;20;23;32;10;261;209;0;155;232;111;20;77;346;21;207;2820;6;110
16 0 44;Worbis;53753;41742;1093;40649;8063;22608;1388;0;814;1439;462;25;59;41;17;10;252;160;0;370;148;74;16;94;355;42;252;3848;6;106
16 0 45;Zeulenroda;25571;19275;740;18535;4550;7507;1068;0;623;808;42;40;16;29;21;5;208;141;0;231;174;67;17;45;242;25;190;2386;10;90
916;Thüringen;1959542;1409249;48547;1360702;353126;487574;81747;0;39543;57897;4718;1674;1276;1519;1338;517;13081;10063;0;12742;12155;4983;1120;3491;21012;1897;11300;230118;642;7169

999;Bundesgebiet;60473927;36295529;884115;35411414;11389697;11346073;3563268;2393374;1387070;1442857;273776;110778;66766;40115;23851;10678;231265;385676;2781;80618;275866;92031;37672;77227;107615;93210;127104;1670316;12992;168738
